11,price,square,
184000,1.75,184,
515000,1.75,515,
890000,2.25,890,
1824100,2.25,1824.1,
632925,2.5,632.925,
2187730,4.5,2187.73,
1295000,4,1295,
495000,2.5,495,
170000,1,170,
348000,2.5,348,
716000,1.5,716,
365000,2.25,365,
592500,2,592.5,
360000,0.75,360,
559000,2,559,
352950,1,352.95,
1750000,3.5,1750,
399000,2.5,399,
280000,1,280,
1088000,2.5,1088,
422500,1,422.5,
1025000,3.5,1025,
153500,1,153.5,
312900,2.5,312.9,
316000,2.5,316,
273000,1.5,273,
2725000,4.25,2725,
400000,1,400,
373000,1.75,373,
296500,1.5,296.5,
205000,1,205,
1100000,1.75,1100,
713900,2.5,713.9,
305000,1,305,
580000,2.5,580,
203000,1.75,203,
365000,2.25,365,
1000000,3.5,1000,
535000,1.75,535,
430000,1,430,
290000,1,290,
3800000,4.25,3800,
575000,1,575,
350000,1,350,
675000,2.5,675,
380000,1.5,380,
580000,3.25,580,
870000,4.25,870,
1300000,3.5,1300,
550000,1,550,
782500,2.5,782.5,
800000,3.5,800,
590000,1,590,
541100,2.25,541.1,
263000,1.75,263,
550000,2.25,550,
532500,1.75,532.5,
580000,2.75,580,
601000,1.75,601,
1500000,1.5,1500,
410000,2.25,410,
275000,1.75,275,
310000,1,310,
496000,2.5,496,
375000,2,375,
198000,1.75,198,
240000,1.75,240,
479000,2.5,479,
741000,2.75,741,
544999,2.5,544.999,
299000,1.75,299,
450000,2.5,450,
1005000,4.5,1005,
342000,2,342,
743000,1.75,743,
349950,2.5,349.95,
575000,2.5,575,
270000,1.75,270,
260000,2,260,
375000,2.5,375,
250000,1,250,
359950,1.75,359.95,
380000,2.5,380,
710000,2.5,710,
212500,1.5,212.5,
325000,2.5,325,
649800,2.5,649.8,
322000,2.5,322,
295000,2,295,
424000,2.5,424,
472000,2,472,
615000,1.75,615,
221000,2.5,221,
410000,2,410,
285000,1.75,285,
277000,2.5,277,
985000,3.5,985,
710000,2.25,710,
292000,2.5,292,
300000,1,300,
324747,2.5,324.747,
733000,2.75,733,
417000,2.5,417,
436000,1,436,
490000,2,490,
495000,2.25,495,
350500,1.75,350.5,
290000,2.75,290,
314950,2.5,314.95,
200000,2,200,
219500,1,219.5,
347000,2.5,347,
585000,2.5,585,
463000,2.5,463,
870000,3.5,870,
1600000,2.25,1600,
255000,1.75,255,
800000,2.5,800,
407000,2.5,407,
472500,2.5,472.5,
361000,1.75,361,
673000,2.25,673,
460000,1.75,460,
488000,2.5,488,
1001000,2,1001,
1340000,3.5,1340,
587000,2.75,587,
485000,2.25,485,
562500,2.5,562.5,
254000,2.5,254,
440000,1.75,440,
396000,1,396,
575000,2.5,575,
289950,2.5,289.95,
850000,3.5,850,
785000,2.5,785,
360000,1.75,360,
250000,1,250,
375000,1,375,
280000,1,280,
390000,1,390,
465000,1,465,
375000,2,375,
255000,2,255,
600000,2.25,600,
443000,3,443,
575700,1.75,575.7,
2950000,3.5,2950,
579000,2.25,579,
450800,3.25,450.8,
387000,2.25,387,
495800,1.5,495.8,
410000,1.75,410,
535000,1,535,
754800,2.5,754.8,
434000,2.75,434,
581000,1.75,581,
414500,1,414.5,
455000,1.5,455,
235000,1,235,
415000,3,415,
438000,1.75,438,
330000,1,330,
668500,2.5,668.5,
598000,2.5,598,
519000,2.75,519,
305000,2,305,
279950,2,279.95,
573300,1.75,573.3,
384950,2.5,384.95,
405000,1,405,
425000,1.5,425,
269000,2.25,269,
750000,2.75,750,
425000,1.5,425,
890000,2.75,890,
390000,3,390,
280000,2,280,
486700,1,486.7,
500000,2,500,
353000,2,353,
395000,2,395,
220000,1,220,
329000,1,329,
515000,2.25,515,
400000,1,400,
450000,1.75,450,
345000,3.5,345,
315000,1.75,315,
679000,1.75,679,
271950,1.5,271.95,
325000,2.5,325,
782000,3.5,782,
300000,2.5,300,
650000,2.5,650,
244000,1.75,244,
655000,3.5,655,
735000,1.75,735,
431000,1,431,
399950,1,399.95,
166000,1,166,
575000,1.5,575,
505000,2.25,505,
189950,1,189.95,
545000,1.75,545,
771000,2,771,
525000,1.75,525,
325000,1,325,
614000,2.5,614,
230000,1.5,230,
315000,1,315,
386500,2.5,386.5,
392000,2.75,392,
290000,2.25,290,
733000,1.75,733,
246950,3,246.95,
442500,2.25,442.5,
183000,1.5,183,
295000,1.5,295,
405000,2.75,405,
290000,1,290,
263900,2.5,263.9,
566950,3,566.95,
366000,1,366,
625000,1.75,625,
350000,2.25,350,
169000,1.5,169,
2250000,3.5,2250,
259000,2.5,259,
2225000,3,2225,
893880,2.5,893.88,
841000,2.5,841,
560000,2.5,560,
232000,1,232,
215000,2,215,
429300,2.25,429.3,
719950,2.75,719.95,
512000,2.5,512,
500000,2.5,500,
545000,1.75,545,
585000,3,585,
226550,1,226.55,
475000,1.5,475,
960000,2.75,960,
180000,1,180,
256000,2.5,256,
430000,1.5,430,
1165000,3,1165,
467000,2.5,467,
2150000,5.5,2150,
558000,2,558,
674000,1.75,674,
310000,1,310,
729999,2.25,729.999,
310000,1.75,310,
530000,1.5,530,
407000,2.5,407,
453000,1,453,
324900,2.25,324.9,
455000,3,455,
250000,1.5,250,
200000,1,200,
493000,2.25,493,
612000,2.5,612,
468000,1.75,468,
2850000,4,2850,
270000,1,270,
1650000,2.25,1650,
856600,2.25,856.6,
840000,3,840,
525000,2.25,525,
500000,1.75,500,
425000,2.5,425,
425000,1,425,
439000,1,439,
560000,2.5,560,
1200000,2.5,1200,
2475000,3.25,2475,
315000,1,315,
557000,3.5,557,
580000,2.5,580,
183000,1,183,
495000,1.75,495,
1062500,4,1062.5,
305000,2.25,305,
615000,1.75,615,
325000,1,325,
565000,2.5,565,
356500,1.75,356.5,
530000,2.25,530,
524950,1.75,524.95,
309000,2.5,309,
1050000,2.75,1050,
555500,1,555.5,
685000,1.5,685,
1406890,2.25,1406.89,
675000,2,675,
325000,2.5,325,
675000,2.5,675,
261490,1,261.49,
436472,2.5,436.472,
239950,1,239.95,
725000,2.25,725,
179500,1,179.5,
1075000,3,1075,
353000,1.75,353,
1105000,1.5,1105,
1102030,2.5,1102.03,
645000,2.5,645,
820875,3.25,820.875,
355500,2,355.5,
809000,1.75,809,
779000,2.25,779,
568450,3.5,568.45,
359999,2.25,359.999,
299000,1,299,
365000,2.5,365,
625000,1.75,625,
500000,1.5,500,
979700,3,979.7,
316000,1.75,316,
840000,4.5,840,
405000,2.5,405,
937000,1.75,937,
308000,1,308,
258800,1.75,258.8,
270000,1.5,270,
292000,1.75,292,
455000,1.75,455,
769000,2.75,769,
695000,2,695,
226750,1.75,226.75,
861111,2.5,861.111,
196000,1,196,
259000,1.75,259,
333800,3,333.8,
630000,2.25,630,
525000,2.5,525,
410000,1,410,
620000,3.5,620,
512031,1.75,512.031,
645000,3.25,645,
1898000,2.5,1898,
725000,2.5,725,
1444000,2.75,1444,
375000,2,375,
451300,2.5,451.3,
384000,1.75,384,
399950,2.5,399.95,
299990,1,299.99,
401750,1.5,401.75,
472000,3.25,472,
250000,2,250,
726000,2.5,726,
265000,1,265,
237000,1.5,237,
530000,2.25,530,
200000,1,200,
352500,2,352.5,
657500,2,657.5,
475000,2.5,475,
349950,1.75,349.95,
600000,2.75,600,
482000,1.5,482,
550000,2.5,550,
713000,3.25,713,
585000,3.5,585,
585000,1.75,585,
259950,2,259.95,
350000,2.25,350,
1050000,2.5,1050,
405000,1,405,
1440000,1.75,1440,
278000,2,278,
405000,2.75,405,
456000,2.5,456,
1688000,2.5,1688,
765000,3,765,
379500,2.25,379.5,
399900,2.5,399.9,
739000,4,739,
299900,2.25,299.9,
338000,1.5,338,
415000,2.5,415,
197000,2.25,197,
590000,3,590,
850000,3.5,850,
410000,1,410,
499950,2.5,499.95,
447000,1,447,
320000,1,320,
216500,1,216.5,
494815,2.5,494.815,
477000,1.75,477,
440000,1,440,
601500,1.75,601.5,
350000,2.5,350,
419950,2.5,419.95,
259500,2,259.5,
935000,3,935,
497000,2.25,497,
279000,1.75,279,
285000,1.75,285,
640000,3,640,
435010,1,435.01,
345000,2.5,345,
438000,2.5,438,
939000,2.75,939,
352000,2.5,352,
535000,1,535,
499900,2.5,499.9,
339950,2.5,339.95,
575000,2.5,575,
600000,2.75,600,
450000,1.5,450,
875000,2.5,875,
812500,2.75,812.5,
599000,1.75,599,
780000,1.5,780,
675000,2.5,675,
425000,2,425,
1800000,5,1800,
599000,4.75,599,
550000,4.5,550,
262500,2,262.5,
459950,1.75,459.95,
870000,2.5,870,
1150000,2.5,1150,
373000,1,373,
770000,2.75,770,
355000,2.5,355,
910000,2.25,910,
312500,1.5,312.5,
562500,2.75,562.5,
270000,1.5,270,
479950,2,479.95,
512500,2.25,512.5,
379000,2.75,379,
233000,2,233,
518000,2.75,518,
460458,2.5,460.458,
409000,2.5,409,
352500,1,352.5,
430000,2,430,
601000,2.5,601,
469950,2.5,469.95,
699950,2.5,699.95,
935000,4.5,935,
272000,2.5,272,
315000,2.75,315,
428000,1.75,428,
556000,2.25,556,
495000,1.75,495,
550000,1,550,
474500,2.5,474.5,
320000,1.75,320,
349950,2,349.95,
899000,2.25,899,
425000,2.75,425,
184500,1,184.5,
132825,1.5,132.825,
740000,2.75,740,
296000,2.5,296,
315000,2.5,315,
300000,2.5,300,
370000,1,370,
299999,2.5,299.999,
229000,1,229,
379900,2.5,379.9,
1050000,2.5,1050,
610000,2.5,610,
304000,2.5,304,
395000,1.75,395,
360000,1.75,360,
380000,1,380,
575000,2.5,575,
335000,1.75,335,
452000,1.75,452,
925850,3.25,925.85,
445000,3,445,
210000,1.75,210,
222000,1,222,
895000,2.75,895,
550000,2.5,550,
269950,2.25,269.95,
762000,1.75,762,
397000,1,397,
500000,1.5,500,
340000,1,340,
325000,2.5,325,
172380,1,172.38,
345600,3.5,345.6,
383000,2.5,383,
460000,2,460,
535000,1,535,
800000,1,800,
406500,1.5,406.5,
225000,1,225,
500000,2.25,500,
750000,2.75,750,
375000,1,375,
379950,2.5,379.95,
490000,1,490,
538000,2.25,538,
208000,1,208,
485000,1.75,485,
270000,1.75,270,
715000,2.5,715,
438950,2.5,438.95,
450000,1.75,450,
689900,3.25,689.9,
405000,2,405,
667000,1.75,667,
250000,1,250,
592350,2,592.35,
469500,2.25,469.5,
690000,2.5,690,
300000,1,300,
550000,3.5,550,
246000,2,246,
1285000,3.5,1285,
405000,3,405,
346950,2.5,346.95,
458000,4,458,
264950,1,264.95,
339999,2.5,339.999,
345000,1,345,
260000,2.75,260,
1238000,3.5,1238,
930000,3.25,930,
587000,2.75,587,
767500,2,767.5,
350000,3,350,
585000,3.25,585,
310000,1,310,
455000,2.5,455,
397000,2.5,397,
280000,2.5,280,
967500,3.75,967.5,
560000,2.75,560,
698000,1.75,698,
327555,2.5,327.555,
420000,1.75,420,
2950000,3.25,2950,
210000,1.5,210,
429000,1,429,
656500,2,656.5,
375000,2.5,375,
1000750,2.75,1000.75,
882990,3.5,882.99,
685000,2.5,685,
525000,2.5,525,
660000,1.75,660,
350000,1.75,350,
400000,1,400,
925000,2.75,925,
661000,1,661,
658600,2,658.6,
1955000,2.75,1955,
297000,2.5,297,
270500,2.5,270.5,
594950,2.25,594.95,
287000,1,287,
880000,2.75,880,
820000,1.75,820,
345000,1,345,
485000,1,485,
280000,2.25,280,
725500,2.5,725.5,
375000,2.5,375,
880000,2,880,
469500,2.75,469.5,
420000,1,420,
540000,2.5,540,
543000,2,543,
808000,2.5,808,
355425,2.5,355.425,
307000,1.75,307,
471000,2.5,471,
450000,2.5,450,
475000,2.5,475,
785000,2.5,785,
243000,1.5,243,
303210,2.5,303.21,
990000,3.25,990,
270000,1.75,270,
2450000,4,2450,
265000,2,265,
540000,2.5,540,
452000,2,452,
274000,1.75,274,
418000,2,418,
387500,1,387.5,
1250000,2.5,1250,
480000,1.75,480,
303000,2.25,303,
720000,3,720,
545000,2.5,545,
490000,2.5,490,
300000,3,300,
568000,2,568,
235000,1,235,
320000,2.25,320,
340000,2,340,
1500000,3.5,1500,
524500,1.5,524.5,
875000,2.25,875,
217000,1.5,217,
310000,1.75,310,
320000,1.5,320,
500000,1.5,500,
355000,1,355,
557500,2.5,557.5,
409000,1.75,409,
400000,1.75,400,
539950,2.5,539.95,
194000,1.75,194,
450000,2,450,
225000,2.5,225,
550000,2.5,550,
340000,2.5,340,
970000,4.5,970,
1595000,3,1595,
1920000,5.75,1920,
280000,2.5,280,
685000,3.5,685,
475000,2.25,475,
950000,4,950,
256750,2.5,256.75,
730000,3.5,730,
2000000,4.25,2000,
850000,2.5,850,
625000,2,625,
230000,1.75,230,
1135000,3.25,1135,
152275,1,152.275,
410000,2.25,410,
541800,2.5,541.8,
465000,1.5,465,
160000,1,160,
435000,1,435,
838400,2.5,838.4,
368500,2.75,368.5,
445500,1.75,445.5,
440000,2.5,440,
259000,2,259,
625000,2,625,
620000,1,620,
300000,2.5,300,
485000,1.75,485,
815000,2.5,815,
279950,1.75,279.95,
225000,1,225,
436000,2.75,436,
479950,2.25,479.95,
641000,1.75,641,
969990,2.5,969.99,
1012000,2.5,1012,
555565,2,555.565,
389500,2.5,389.5,
1081000,2.25,1081,
340000,0.75,340,
695000,2.75,695,
135000,1,135,
695000,2.5,695,
1698000,3,1698,
822500,1,822.5,
235000,1,235,
206000,1,206,
700000,2.5,700,
475000,2.5,475,
315000,1.75,315,
317000,1.75,317,
339950,2.25,339.95,
1100000,3,1100,
270000,1,270,
920000,3,920,
329000,1,329,
628000,2.75,628,
401000,2.75,401,
1580000,2.5,1580,
355000,1,355,
700000,1,700,
350000,2.5,350,
263300,1,263.3,
464000,2,464,
250000,1.5,250,
674000,3.25,674,
2750000,4,2750,
538000,1,538,
125000,1,125,
685000,2,685,
263500,1.75,263.5,
850000,3,850,
250000,2,250,
346290,2.75,346.29,
858000,2.25,858,
1295000,3.5,1295,
2479000,3.75,2479,
459000,3,459,
740000,2,740,
329950,1,329.95,
275000,2,275,
830200,2.5,830.2,
710000,2,710,
345000,2.25,345,
382500,1.75,382.5,
565000,2.5,565,
550000,1,550,
360000,2.5,360,
516500,2.5,516.5,
425000,1.75,425,
612000,2.5,612,
744500,2.5,744.5,
259000,2,259,
378000,1.5,378,
625000,1,625,
395000,2,395,
320000,2.5,320,
300000,2.5,300,
345000,1.75,345,
920000,1.75,920,
597000,1.75,597,
591000,1.75,591,
440000,2.25,440,
315000,2.25,315,
450000,2.5,450,
1075000,2.5,1075,
280000,1.75,280,
660000,2.5,660,
389000,2,389,
550000,4,550,
290000,1,290,
380000,1.75,380,
375000,1.75,375,
350000,1.75,350,
1025000,3.5,1025,
766500,1.75,766.5,
251700,2.25,251.7,
335000,1.5,335,
763000,2,763,
910000,2.5,910,
269800,2.75,269.8,
269500,1,269.5,
259000,1,259,
1865000,2.75,1865,
431000,2.5,431,
374900,2.75,374.9,
355000,1,355,
500000,1,500,
325000,2.25,325,
790000,2.5,790,
780000,3,780,
605000,2.75,605,
532170,2,532.17,
590000,2.5,590,
82000,1,82,
338000,2.5,338,
209995,1,209.995,
681716,2.5,681.716,
554000,1.75,554,
465000,2.5,465,
292000,2.75,292,
481000,2.5,481,
265000,1.75,265,
315000,1.75,315,
355000,1.75,355,
255500,1,255.5,
905000,3.5,905,
535000,2,535,
712500,1.5,712.5,
827235,1.75,827.235,
435000,1,435,
528000,0.75,528,
242550,2.5,242.55,
273000,1.75,273,
430000,2,430,
565000,2.5,565,
470000,1,470,
840000,2.75,840,
480000,5,480,
396000,1.75,396,
480000,2.75,480,
270000,1.75,270,
520000,2.5,520,
270000,1,270,
315000,2,315,
275000,2.25,275,
1148000,5.25,1148,
890900,2.5,890.9,
286000,2.5,286,
1290000,2.5,1290,
289950,2.5,289.95,
515000,2.5,515,
520000,2.5,520,
752500,2.25,752.5,
610000,2.25,610,
350000,1,350,
274000,1.75,274,
680000,1,680,
256000,2.5,256,
280000,1.5,280,
389950,2.5,389.95,
225000,1,225,
610000,2.25,610,
395000,2,395,
557800,1.75,557.8,
225000,1,225,
360000,1,360,
705000,2,705,
232000,1.5,232,
356200,2,356.2,
445000,2,445,
358000,2.5,358,
448000,3.25,448,
615000,1.5,615,
1150000,3.75,1150,
695000,2.5,695,
159000,1,159,
925000,2.75,925,
510000,1,510,
489900,1,489.9,
225800,1,225.8,
442000,1.5,442,
387000,2.5,387,
760000,2.5,760,
224000,1.5,224,
550000,1,550,
230000,2,230,
199950,3,199.95,
185000,1,185,
324950,1.75,324.95,
784000,3.5,784,
336000,2.25,336,
653750,2.5,653.75,
235000,1.75,235,
635000,1.5,635,
3000000,4.25,3000,
565000,2.25,565,
387990,2.5,387.99,
270500,2.5,270.5,
475000,2.5,475,
339900,2.5,339.9,
1010000,2.25,1010,
222000,2,222,
360000,2,360,
1225000,2.5,1225,
588000,1.75,588,
230000,1.75,230,
657500,2.75,657.5,
550000,1.75,550,
1755000,4,1755,
500000,2.25,500,
499000,1.75,499,
330000,0.75,330,
565000,1.75,565,
700000,1.75,700,
540000,1,540,
270000,1.75,270,
389950,2.5,389.95,
600000,2,600,
206000,1,206,
443000,2.5,443,
435000,1.75,435,
724950,3.5,724.95,
1532500,4.5,1532.5,
450000,2.5,450,
791000,1.75,791,
552500,1,552.5,
535000,2.5,535,
835000,2.75,835,
450000,1,450,
965000,2.5,965,
540000,2.5,540,
570000,3.5,570,
1049000,3.75,1049,
455000,1,455,
230000,2,230,
475000,1.5,475,
214946,1.75,214.946,
610000,2.25,610,
334950,2.5,334.95,
724800,2,724.8,
655000,2,655,
470000,2.25,470,
312000,1,312,
508000,2.75,508,
215000,1.5,215,
175000,1,175,
702000,2.5,702,
267000,2.25,267,
395000,1.75,395,
555000,2.5,555,
432500,1.75,432.5,
1295000,2.75,1295,
760000,2,760,
312000,2.5,312,
453500,1.5,453.5,
285000,1,285,
178500,1,178.5,
780000,2,780,
268000,1.75,268,
539500,3.5,539.5,
224000,1.5,224,
375000,1,375,
316000,2.25,316,
680000,1,680,
400000,1,400,
286000,1,286,
605000,1.75,605,
665000,2,665,
335000,3,335,
1115000,3.75,1115,
463828,1.75,463.828,
299250,2.5,299.25,
652100,2.5,652.1,
390000,1.75,390,
437500,2.5,437.5,
429000,2.5,429,
1450000,3.5,1450,
625000,2.75,625,
290000,2.25,290,
354900,1,354.9,
484000,0,484,
359000,1.75,359,
834950,2.75,834.95,
210750,1.5,210.75,
1333000,4.5,1333,
994900,3.5,994.9,
575000,1,575,
259950,1,259.95,
325000,1,325,
267000,1.75,267,
1385000,2.75,1385,
449950,2,449.95,
380000,2,380,
380000,2,380,
254000,2,254,
265000,1.5,265,
465000,1,465,
336500,2.25,336.5,
295000,2.5,295,
310000,1,310,
170000,1,170,
1015000,2.5,1015,
280000,1.75,280,
423000,2,423,
240000,1.75,240,
830000,1,830,
213400,1.5,213.4,
442500,1.5,442.5,
336000,2.5,336,
498688,2.5,498.688,
228000,1,228,
419500,2.5,419.5,
380000,2.25,380,
235000,1.5,235,
857500,2.75,857.5,
860000,2.25,860,
644500,2.5,644.5,
387846,1.75,387.846,
868500,2.5,868.5,
410988,1.75,410.988,
330000,1.75,330,
452000,1,452,
570000,2.25,570,
350000,2.25,350,
162500,1,162.5,
335000,2.5,335,
165000,1.5,165,
452000,1.75,452,
696000,2.5,696,
585000,2.5,585,
265000,3,265,
185000,1,185,
549950,1.75,549.95,
325000,2,325,
485000,2,485,
325000,1.75,325,
651000,1.5,651,
312000,2.5,312,
337500,1.75,337.5,
299000,1.75,299,
310000,1,310,
320000,2.25,320,
925000,2.25,925,
152000,1,152,
322000,1,322,
492000,2.25,492,
620000,1,620,
190000,2.5,190,
435000,2.25,435,
843500,2,843.5,
375000,2.5,375,
588500,1.75,588.5,
480000,2.25,480,
600000,1.75,600,
3650000,3.75,3650,
600000,2.25,600,
1040890,4,1040.89,
294000,1,294,
380000,2.5,380,
895900,3.5,895.9,
408000,2,408,
358800,2.5,358.8,
607000,2,607,
319900,1,319.9,
425000,2.25,425,
464000,2.5,464,
527550,0.75,527.55,
465000,1.75,465,
491150,2.5,491.15,
755000,2.75,755,
886000,2,886,
850000,2.5,850,
295000,1,295,
610000,2.5,610,
338000,2,338,
276000,1,276,
416000,1.5,416,
431500,2,431.5,
525000,3.5,525,
760000,2.5,760,
350000,1.75,350,
550000,2.25,550,
313200,2.5,313.2,
560000,1,560,
396800,2.5,396.8,
1065000,3.5,1065,
389000,2.5,389,
422500,2,422.5,
1290000,3.5,1290,
495000,1.75,495,
395350,1,395.35,
750000,1.5,750,
442573,1.75,442.573,
260000,1.5,260,
315000,2.25,315,
672000,2.5,672,
350000,2.75,350,
739000,3,739,
459000,2.75,459,
450000,2,450,
629500,2,629.5,
465000,1,465,
260000,1,260,
485000,2,485,
311100,2.25,311.1,
280000,2.5,280,
430000,1.5,430,
465000,1.75,465,
504750,2.5,504.75,
394950,2.5,394.95,
246000,1.75,246,
432500,1.75,432.5,
530000,3,530,
405000,1.5,405,
251000,1,251,
605000,1.75,605,
390000,2.75,390,
345950,1,345.95,
430000,2,430,
349950,2.5,349.95,
219950,1.5,219.95,
436000,2.5,436,
701000,2.5,701,
264000,2.25,264,
289950,2.5,289.95,
301500,1.5,301.5,
450000,2.5,450,
602000,1.75,602,
1050000,4.5,1050,
635000,2.5,635,
340000,2,340,
397000,1,397,
575000,2.5,575,
310000,1.75,310,
480000,2.5,480,
750500,2.5,750.5,
589500,1.5,589.5,
436500,3,436.5,
540000,4.25,540,
199950,2.75,199.95,
790000,3.25,790,
540000,2.5,540,
330000,1,330,
445000,2.5,445,
1537000,3.75,1537,
880000,1.75,880,
330000,2.25,330,
500000,2.75,500,
306000,2.5,306,
220000,1.5,220,
435000,1.5,435,
752500,2.5,752.5,
1038000,2.5,1038,
805000,1.75,805,
422000,2.5,422,
708000,3.25,708,
359000,1.5,359,
607000,2.5,607,
389999,2.25,389.999,
618000,2.5,618,
340000,2,340,
259500,1.75,259.5,
315000,1.75,315,
308950,2.5,308.95,
430000,2.5,430,
545000,1.5,545,
681000,1.75,681,
433200,2.5,433.2,
223000,2,223,
590000,2.5,590,
262000,1.75,262,
695000,3.5,695,
925000,2.5,925,
490000,2.75,490,
890000,3.75,890,
913000,1.75,913,
437500,1.5,437.5,
265000,2.5,265,
359000,1.75,359,
900000,2.5,900,
665000,2.5,665,
700000,2,700,
385000,3.25,385,
255000,1,255,
718500,2.75,718.5,
383000,1.75,383,
400000,1.75,400,
533000,2.5,533,
235000,1,235,
491000,1.75,491,
490000,2.5,490,
344950,2,344.95,
395000,1.5,395,
490000,2,490,
470000,2.5,470,
317000,2.5,317,
585000,2.5,585,
542000,2.25,542,
2375000,2.5,2375,
325000,3.5,325,
295000,1.75,295,
635000,1.75,635,
480000,2,480,
275000,2.5,275,
400000,1,400,
464500,1.5,464.5,
589500,3.25,589.5,
190000,2,190,
320000,2,320,
310000,1.5,310,
1250000,2.25,1250,
346500,3.25,346.5,
415000,2,415,
630000,3.75,630,
157500,1,157.5,
533112,2.75,533.112,
813000,1.75,813,
292500,2.25,292.5,
959000,2.5,959,
420000,1,420,
541000,1.75,541,
406000,1,406,
330000,2.25,330,
252500,1.5,252.5,
285000,1,285,
234950,2,234.95,
470000,2.5,470,
472000,2.5,472,
396675,1,396.675,
415500,2.5,415.5,
552500,2.5,552.5,
619400,2,619.4,
196900,1,196.9,
780000,2.25,780,
615750,2,615.75,
495000,2,495,
1688000,4,1688,
672500,2.75,672.5,
560000,1,560,
565000,1.75,565,
360000,2.5,360,
350000,2.25,350,
245000,2.25,245,
546000,3,546,
245000,1,245,
1582500,2.5,1582.5,
634000,1.75,634,
429000,3.25,429,
542300,2.25,542.3,
620000,2.25,620,
227000,1,227,
184000,1,184,
410000,1.75,410,
280000,1.5,280,
390000,1.75,390,
370000,1.5,370,
470000,2.5,470,
487000,3.25,487,
951250,3,951.25,
269000,2.5,269,
595000,2.5,595,
377000,1.75,377,
437000,2.75,437,
750000,2.5,750,
330000,1,330,
210000,2.75,210,
637000,3,637,
342450,1.5,342.45,
805000,2.75,805,
280000,0,280,
486940,2.5,486.94,
1180000,5,1180,
629800,2.5,629.8,
1047500,2.25,1047.5,
548050,2,548.05,
400000,2.5,400,
445000,1.75,445,
235000,2,235,
650000,2.25,650,
275000,1.5,275,
459950,2,459.95,
550000,2.25,550,
606150,1.75,606.15,
354000,2,354,
1215000,3,1215,
527000,3.5,527,
722500,2.5,722.5,
885000,2.25,885,
374950,1.75,374.95,
600000,3.25,600,
329500,1,329.5,
239000,2,239,
479000,2.25,479,
2200000,4.75,2200,
740000,2.25,740,
779950,2.75,779.95,
603000,2.25,603,
300000,3,300,
248000,2.25,248,
418200,2.5,418.2,
260000,1,260,
194250,2.25,194.25,
263000,2.25,263,
665000,2.25,665,
315000,1,315,
810000,2.5,810,
622500,2.5,622.5,
615000,2.25,615,
437500,2.25,437.5,
733500,1.5,733.5,
677900,2.5,677.9,
308000,1,308,
562000,3,562,
320000,1,320,
400000,1,400,
235000,1.75,235,
420000,2.5,420,
930000,2.5,930,
475000,2.5,475,
493000,2,493,
625000,2.5,625,
383000,1.75,383,
357500,3.5,357.5,
875000,2.5,875,
620000,2.75,620,
625000,2.5,625,
412000,2.5,412,
305000,1.75,305,
550388,3,550.388,
288000,1.5,288,
280000,2,280,
825000,2.5,825,
435000,1,435,
474000,1.75,474,
390000,1.5,390,
540000,2.75,540,
405000,1.5,405,
499950,1,499.95,
370000,1,370,
733000,1.75,733,
686000,1.5,686,
445000,2.25,445,
215000,1,215,
443000,1.5,443,
1185000,3.5,1185,
522000,1.75,522,
567000,2.25,567,
1325000,3.25,1325,
700000,2.5,700,
700000,1.75,700,
359950,1,359.95,
722500,2.5,722.5,
1208000,3.75,1208,
720000,2.25,720,
525000,1.5,525,
2385000,4,2385,
535000,2.5,535,
419900,2.5,419.9,
652500,2.5,652.5,
371000,1.75,371,
660000,2.5,660,
759000,2.25,759,
625000,2.5,625,
332000,2.5,332,
369000,2.5,369,
289000,1.75,289,
320000,1.75,320,
474950,2.25,474.95,
200000,1,200,
415000,2.25,415,
1715000,3.75,1715,
560000,2,560,
900000,2.5,900,
370000,1,370,
605000,1,605,
450000,2,450,
1150000,3.25,1150,
625000,2.5,625,
665000,2.5,665,
370000,1.75,370,
1050000,2.5,1050,
237500,1,237.5,
295000,2.25,295,
610000,1,610,
431000,2.5,431,
889950,2.75,889.95,
397000,2.5,397,
218000,1.5,218,
361000,2.75,361,
738000,2.5,738,
480000,2.25,480,
1470000,2.5,1470,
340000,2.5,340,
369900,2.5,369.9,
485000,1.75,485,
765000,4,765,
580000,1,580,
303000,2.5,303,
225000,1,225,
280000,1,280,
90000,1,90,
240000,1.75,240,
999950,3.5,999.95,
1430000,4.25,1430,
570000,2,570,
290000,1.75,290,
1150000,3.75,1150,
379900,2.5,379.9,
390000,2.5,390,
441500,2.5,441.5,
245000,1.5,245,
388598,2.5,388.598,
731688,3,731.688,
150000,1.5,150,
525000,1.75,525,
456000,2,456,
427000,2,427,
210000,2,210,
522500,2.75,522.5,
382000,1,382,
400000,1,400,
758000,2.75,758,
375000,2.5,375,
515000,2.5,515,
157500,1,157.5,
369000,2.5,369,
248000,3.5,248,
732000,2,732,
1017100,3.75,1017.1,
620000,2.5,620,
393500,1.75,393.5,
1185000,2.25,1185,
267500,1.5,267.5,
425000,2.5,425,
500000,2.25,500,
427500,2.5,427.5,
317000,2,317,
425000,1,425,
450000,2.25,450,
587750,1,587.75,
341950,3,341.95,
204950,0.75,204.95,
428900,2.5,428.9,
289950,2,289.95,
495000,2.5,495,
360000,1.75,360,
220000,1,220,
225000,2.25,225,
230000,2.25,230,
398000,2.5,398,
530000,2.25,530,
467000,2,467,
160000,1.75,160,
344000,1,344,
335000,2.75,335,
250000,2.5,250,
695000,3.5,695,
